id|authority_id|name|url|machine_name|sort_name
1999|1999|PAGEpress|http://www.pagepress.org/|pagepress|pagepress
2000|2000|Pakistan Society of Food Scientists and Technologists|http://psfst.com/index.php|pakistan society of food scientists and technologists|pakistan society of food scientists and technologists
2001|2001|Paleontological Society|http://www.paleosoc.org/|paleontological society|paleontological society
2002|2002|Palgrave Macmillan|http://www.palgrave.com|palgrave macmillan|palgrave macmillan
2003|2003|Pamukkale University, Faculty of Engineering|http://www.pau.edu.tr/mf/en|pamukkale university faculty of engineering|pamukkale university faculty of engineering
2004|2004|Pan-Canadian Health Reform Analysis Network / Réseau Pan-Canadien d'Analyse des Réformes de Santé|https://escarpmentpress.org/hro-ors/|pan canadian health reform analysis network r seau pan canadien d analyse des r formes de sant|pan canadian health reform analysis network r seau pan canadien d analyse des r formes de sant
2005|2005|Papers in Physics|http://www.papersinphysics.org/index.php/papersinphysics|papers in physics|papers in physics
2006|2006|Param Engineering Academy and Research Laboratory|http://iejrd.in/|param engineering academy and research laboratory|param engineering academy and research laboratory
2007|2007|Paris Legal Publishers|http://www.uitgeverijparis.nl/|paris legal publishers|paris legal publishers
2008|2008|Partnership|http://journal.lib.uoguelph.ca/index.php/perj/index|partnership|partnership
2009|2009|Pascasarjana Universitas Negeri Malang|http://pasca.um.ac.id/|pascasarjana universitas negeri malang|pascasarjana universitas negeri malang
2010|552|Paternoster Periodicals (White)|http://www.paternosterperiodicals.co.uk/|paternoster periodicals white|paternoster periodicals white
2011|2011|Pécsi Tudományegyetem Közgazdaságtudományi Kar|http://www.rphd.ktk.pte.hu/|p csi tudom nyegyetem k zgazdas gtudom nyi kar|p csi tudom nyegyetem k zgazdas gtudom nyi kar
2012|2012|Pediatric Endosurgery Group|http://www.pegbd.org/|pediatric endosurgery group|pediatric endosurgery group
2013|2013|Pediatric Neurology Briefs Publishers|http://www.pediatricneurologybriefs.com/|pediatric neurology briefs publishers|pediatric neurology briefs publishers
2014|2014|Pediatric Oncall|http://www.pediatriconcall.com/|pediatric oncall|pediatric oncall
2015|2015|Pediatric Urology Case Reports|http://pediatricurologycasereports.com/ojs/index.php/pucr/index|pediatric urology case reports|pediatric urology case reports
2016|2016|PeerJ|https://peerj.com/|peerj|peerj
2017|2017|Peertechz|http://www.peertechz.com/index.php|peertechz|peertechz
2018|2018|Penerbit Universiti Teknologi Malaysia Press|http://www.penerbit.utm.my/|penerbit universiti teknologi malaysia press|penerbit universiti teknologi malaysia press
2019|253|Penn State University Press (Green)|http://www.psupress.org/|penn state university press green|penn state university press green
2020|2020|Pensoft Publishers|http://www.pensoft.net/|pensoft publishers|pensoft publishers
2021|2021|Pepperdine University, Graziado School of Business and Management|http://bschool.pepperdine.edu/|pepperdine university graziado school of business and management|pepperdine university graziado school of business and management
2022|2022|Pharma Health Sciences Scientific House|http://www.pharmahealthsciences.net/|pharma health sciences scientific house|pharma health sciences scientific house
2023|2023|Pharmaceutical Society of Japan|http://www.pharm.or.jp/|pharmaceutical society of japan|pharmaceutical society of japan
2024|2024|Pharmainfo Publications|http://www.pharmainfo.in/|pharmainfo publications|pharmainfo publications
2025|2025|PharmaTutor|http://www.pharmatutor.org/|pharmatutor|pharmatutor
2026|2026|Phi Delta Kappa International|http://pdkintl.org/|phi delta kappa international|phi delta kappa international
2027|2027|Philica|http://www.philica.com/|philica|philica
2028|2028|Philosophical Society of Southern Africa|http://www.phil.ac.za/|philosophical society of southern africa|philosophical society of southern africa
2029|294|Philosophy Documentation Center|http://www.pdcnet.org/|philosophy documentation center|philosophy documentation center
2030|2030|Philosophy of Science Association|http://philsci.org/|philosophy of science association|philosophy of science association
2031|2031|Physical Society of Japan|http://www.jps.or.jp/|physical society of japan|physical society of japan
2032|2032|Physicians Postgraduate Press|http://www.psychiatrist.com/|physicians postgraduate press|physicians postgraduate press
2033|2033|PhysMath Central|http://www.physmathcentral.com/|physmath central|physmath central
2034|2034|Pier Professional|http://www.pierprofessional.com/|pier professional|pier professional
2035|2035|Pion (Yellow)|http://www.pion.co.uk/|pion yellow|pion yellow
2036|2036|Plan Andaluz de Investigacion, Desarrollo e Innovacion, HUM-862 Estudios en Sociedad, Artes y Gestión Cultura|http://www.terciocreciente.com/index.php/consejo-de-redaccion-editorial-board|plan andaluz de investigacion desarrollo e innovacion hum 862 estudios en sociedad artes y gesti n cultura|plan andaluz de investigacion desarrollo e innovacion hum 862 estudios en sociedad artes y gesti n cultura
2037|2037|PNG Publications|http://www.ajhb.org/|png publications|png publications
2038|2038|Pohjois-Suomen Maantieteellinen Seura ry|https://wiki.oulu.fi/display/psms/Etusivu|pohjois suomen maantieteellinen seura ry|pohjois suomen maantieteellinen seura ry
2039|2039|POL Scientific|http://www.polscientifics.com/|pol scientific|pol scientific
2040|2040|Policy Press|http://www.policypress.co.uk/|policy press|policy press
2041|2041|Politechniki Poznańskiej Wydział Inżynierii Zarządzania|http://www.fem.put.poznan.pl/|politechniki pozna skiej wydzia in ynierii zarz dzania|politechniki pozna skiej wydzia in ynierii zarz dzania
2042|2042|Polska Akademia Nauk, Instytut Slawistyki|http://ispan.waw.pl/default/pl/|polska akademia nauk instytut slawistyki|polska akademia nauk instytut slawistyki
2043|2043|Polska Akademia Umiejętności|http://pau.krakow.pl/index.php/|polska akademia umiej tno ci|polska akademia umiej tno ci
2044|2044|Polskie Towarzystwo Biochemiczne|http://www.ptbioch.edu.pl/|polskie towarzystwo biochemiczne|polskie towarzystwo biochemiczne
2045|2045|Polskie Towarzystwo Botaniczne|http://pbsociety.org.pl/|polskie towarzystwo botaniczne|polskie towarzystwo botaniczne
2046|2046|Polskie Towarzystwo Matematyczne|http://www.ptm.org.pl/|polskie towarzystwo matematyczne|polskie towarzystwo matematyczne
2047|2047|Polskie Towarzystwo Pedagogiczne|http://www.ptp-pl.org/|polskie towarzystwo pedagogiczne|polskie towarzystwo pedagogiczne
2048|2048|Polskiego Towarzystwa Histochemików i Cytochemików|http://www.histochemia.org/|polskiego towarzystwa histochemik w i cytochemik w|polskiego towarzystwa histochemik w i cytochemik w
2049|2049|Polskiego Towarzystwa Technologów Żywności|http://www.pttz.org/pttz/index.html|polskiego towarzystwa technolog w ywno ci|polskiego towarzystwa technolog w ywno ci
2050|2050|Polskiej Akademii Nauk, Instytut Matematyczny|http://www.impan.pl/|polskiej akademii nauk instytut matematyczny|polskiej akademii nauk instytut matematyczny
2051|2051|Polskiej Akademii Nauk, Instytut Paleobiologii|http://www.paleo.pan.pl/pl/index.html|polskiej akademii nauk instytut paleobiologii|polskiej akademii nauk instytut paleobiologii
2052|2052|Polskiej Akademii Nauk, Zakładu Badania Ssaków|http://www.zbs.bialowieza.pl/|polskiej akademii nauk zak adu badania ssak w|polskiej akademii nauk zak adu badania ssak w
2053|2053|Pontifica Universidad Catolica de Valparaiso|http://biblioteca.ucv.cl/|pontifica universidad catolica de valparaiso|pontifica universidad catolica de valparaiso
2054|2054|Pontificia Universidad Javeriana, Bogota|http://www.javeriana.edu.co/|pontificia universidad javeriana bogota|pontificia universidad javeriana bogota
2055|2055|Pontificia Universidad Javeriana, Faculty of Science|http://www.javeriana.edu.co/home|pontificia universidad javeriana faculty of science|pontificia universidad javeriana faculty of science
2056|2056|Portland Press (White)|http://www.portlandpress.com/|portland press white|portland press white
2057|2057|Poultry Science Association|http://www.poultryscience.org/|poultry science association|poultry science association
2058|2058|Prehistoric Society|http://www.prehistoricsociety.org/|prehistoric society|prehistoric society
2059|2059|Premier Publishing|http://www.craig.csufresno.edu/ijb/Publisher.htm#Publisher|premier publishing|premier publishing
2060|2060|Presses Agronomiques de Gembloux|http://www.pressesagro.be/|presses agronomiques de gembloux|presses agronomiques de gembloux
2061|2061|Presses de l'Ifpo|http://www.ifporient.org/node/64|presses de l ifpo|presses de l ifpo
2062|2062|Presses Universitaires de France|http://www.puf.com/wiki/Accueil|presses universitaires de france|presses universitaires de france
2063|2063|Presses Universitaires de Nancy - Editions Universitaires de Lorraine|http://www.univ-lorraine.fr/content/presses-universitaires-de-nancy-editions-universitaires-de-lorraine|presses universitaires de nancy editions universitaires de lorraine|presses universitaires de nancy editions universitaires de lorraine
2064|2064|Primitive tider|http://www.primitive-tider.com/|primitive tider|primitive tider
2065|2065|Princeton University, Department of Mathematics|http://www.math.princeton.edu/|princeton university department of mathematics|princeton university department of mathematics
2066|2066|Print Quarterly Publications|http://www.printquarterly.com/|print quarterly publications|print quarterly publications
2067|2067|Pro Pharma Communications International|http://gabi-journal.net/about-ppci|pro pharma communications international|pro pharma communications international
2068|2068|Probation Service|http://www.probation.ie/|probation service|probation service
2069|2069|Proceedings of the Vldb Endowment International Conference on Very Large Data Bases|http://www.vldb.org/pvldb/|proceedings of the vldb endowment international conference on very large data bases|proceedings of the vldb endowment international conference on very large data bases
2070|2070|Production and Operations Management Society|http://www.poms.org/|production and operations management society|production and operations management society
2071|2071|Professional Engineering Publishing|http://www.uk.sagepub.com/imeche_home.sp|professional engineering publishing|professional engineering publishing
2072|2072|Project HOPE|http://www.projecthope.org/|project hope|project hope
2073|2073|Prufrock Press|http://www.prufrock.com/|prufrock press|prufrock press
2074|2074|Psikiyatride Guncel Yaklasimlar|http://www.cappsy.org/|psikiyatride guncel yaklasimlar|psikiyatride guncel yaklasimlar
2075|2075|Psychiatric Research Unit, Region Zealand|http://www.regionsjaelland.dk/sundhed/geo/psykiatrien/om_psykiatrien/psykiatrisk-forskningsenhed/Sider/default.aspx|psychiatric research unit region zealand|psychiatric research unit region zealand
2076|2076|Psychonomic Society|http://www.psychonomic.org/|psychonomic society|psychonomic society
2077|2077|PsychOpen|http://www.psychopen.eu/|psychopen|psychopen
2078|2078|Pubicon International Publisher|http://www.pubicon.com/|pubicon international publisher|pubicon international publisher
2079|2079|Public Library of Science|http://www.plos.org/|public library of science|public library of science
2080|2080|Publication Office of Progress of Theoretical Physics|http://www2.yukawa.kyoto-u.ac.jp/~ptpwww/index.html|publication office of progress of theoretical physics|publication office of progress of theoretical physics
2081|2081|Publindústria, Produção de Comunicação Lda|http://www.publindustria.pt/|publind stria produ o de comunica o lda|publind stria produ o de comunica o lda
2082|2082|Puheen ja kielen tutkimuksen yhdistys|http://www.puhejakieli.fi/|puheen ja kielen tutkimuksen yhdistys|puheen ja kielen tutkimuksen yhdistys
2083|2083|Pulsus|http://www.pulsus.com/journals/index.jsp|pulsus|pulsus
2084|2084|Purdue University Press|http://www.thepress.purdue.edu/|purdue university press|purdue university press
2085|2085|Python Papers|http://ojs.pythonpapers.org/|python papers|python papers
2086|2086|Pædagogisk Filosofisk Forening|http://www.paedagogiskfilosofi.dk/|p dagogisk filosofisk forening|p dagogisk filosofisk forening
2087|2087|Quanta|http://quanta.ws/ojs/index.php/quanta|quanta|quanta
2088|2088|Queen's University Belfast, School of Law|http://www.law.qub.ac.uk/schools/SchoolofLaw/|queen s university belfast school of law|queen s university belfast school of law
2089|2089|Queensland University of Technology, Faculty of Law|https://www.qut.edu.au/law|queensland university of technology faculty of law|queensland university of technology faculty of law
2090|451|Quintessence Publishing (White)|http://www.quintpub.com/|quintessence publishing white|quintessence publishing white
2091|2091|Radcliffe Medical Press|http://www.radcliffe-oxford.com/|radcliffe medical press|radcliffe medical press
2092|2092|Radiation Research Society|http://www.radres.org/|radiation research society|radiation research society
2093|2093|Radical Philosophy Group|http://www.radicalphilosophy.com/|radical philosophy group|radical philosophy group
2094|2094|Radioengineering Society|http://www.radioeng.cz/info/1-about-the-journal.htm|radioengineering society|radioengineering society
2095|2095|Radiological Society of North America|http://www.rsna.org/|radiological society of north america|radiological society of north america
2096|2096|Rainer Hampp Verlag|http://www.hampp-verlag.de/|rainer hampp verlag|rainer hampp verlag
2097|2097|RAND|http://www.rand.org/|rand|rand
2098|2098|Rapid Intellect|http://www.rapidintellect.com/|rapid intellect|rapid intellect
2099|2099|Raptor Research Foundation|http://www.raptorresearchfoundation.org/|raptor research foundation|raptor research foundation
2100|2100|RCN Publishing|http://nursingstandard.rcnpublishing.co.uk/|rcn publishing|rcn publishing
2101|2101|Real Academia Española|http://www.rae.es/|real academia espa ola|real academia espa ola
2102|2102|Red de Servicios Profesionales|http://analysisrp.wordpress.com/|red de servicios profesionales|red de servicios profesionales
2103|2103|Rede Brasileira de Informações Biológicas|http://www.rebibio.net/|rede brasileira de informa es biol gicas|rede brasileira de informa es biol gicas
2104|2104|Redfame Publishing|http://home.redfame.com/|redfame publishing|redfame publishing
2105|2105|Redshine Publication|http://redshinepub.eu.pn/|redshine publication|redshine publication
2106|2106|Rega Al Buteen- Dr. Esmaeil Clinic-Dubai|http://www.journalbio.com/|rega al buteen dr esmaeil clinic dubai|rega al buteen dr esmaeil clinic dubai
2107|2107|Regionsenter for barn og unges psykiske helse|http://www.r-bup.no/|regionsenter for barn og unges psykiske helse|regionsenter for barn og unges psykiske helse
2108|2108|Reproductive Healthcare|http://www.rbmonline.com/|reproductive healthcare|reproductive healthcare
2109|2109|Research Centre for Management and Social Studies|http://rcmss.com/|research centre for management and social studies|research centre for management and social studies
2110|2110|Research Centre of Resource Mentors|http://www.resourcementors.com/|research centre of resource mentors|research centre of resource mentors
2111|2111|Research Information|http://www.researchinformation.co.uk/|research information|research information
2112|2112|Research Network of Computational and Structural Biotechnology|http://www.csbj-rncsb.org/|research network of computational and structural biotechnology|research network of computational and structural biotechnology
2113|2113|Research Online Publishing|http://www.ronpub.com/|research online publishing|research online publishing
2114|2114|Resilience Alliance|http://www.ecologyandsociety.org/|resilience alliance|resilience alliance
2115|2115|Revista Currículo sem Fronteiras|http://www.curriculosemfronteiras.org/|revista curr culo sem fronteiras|revista curr culo sem fronteiras
2116|2116|Revista Numismática Hécate|http://www.revista-hecate.org/|revista numism tica h cate|revista numism tica h cate
2117|2117|Revista Surco Sur|http://scholarcommons.usf.edu/surcosur/|revista surco sur|revista surco sur
2118|2118|Rey Desnudo|http://reydesnudo.com.ar/rey-desnudo|rey desnudo|rey desnudo
2119|2119|Rich Publication|http://journalofzoology.com/|rich publication|rich publication
2120|2120|RIREA di Nobile Giovanna|http://www.rirea.it/|rirea di nobile giovanna|rirea di nobile giovanna
2121|2121|RMIT Publishing|http://www.informit.com.au/|rmit publishing|rmit publishing
2122|2122|RML Consultores|http://rmlconsultores.com/info/|rml consultores|rml consultores
2123|2123|Rockefeller University Press|http://www.rupress.org/|rockefeller university press|rockefeller university press
2124|2124|Rocky Mountain Mathematics Consortium|http://rmmc.asu.edu/|rocky mountain mathematics consortium|rocky mountain mathematics consortium
2125|2125|Rodopi|http://www.rodopi.nl/|rodopi|rodopi
2126|2126|Roskilde Universitet|http://www.ruc.dk/en/|roskilde universitet|roskilde universitet
2127|2127|Rossiiskaya Akademiya Arkhitektury i Stroitel'nykh Nauk, Vostoksibakademtsentr|http://raasn.ru/raasn/index.php/ru/|rossiiskaya akademiya arkhitektury i stroitel nykh nauk vostoksibakademtsentr|rossiiskaya akademiya arkhitektury i stroitel nykh nauk vostoksibakademtsentr
2128|5|Rowman & Littlefield (White)|http://www.rowmanlittlefield.com/|rowman littlefield white|rowman littlefield white
2129|2129|Royal Astronomical Society|http://www.ras.org.uk/|royal astronomical society|royal astronomical society
2130|2130|Royal Astronomical Society of Canada|http://www.rasc.ca/|royal astronomical society of canada|royal astronomical society of canada
2131|2131|Royal College of General Practitioners|http://www.rcgp.org.uk/|royal college of general practitioners|royal college of general practitioners
2132|2132|Royal College of Midwives|http://www.rcm.org.uk/|royal college of midwives|royal college of midwives
2133|2133|Royal College of Physicians|http://www.rcplondon.ac.uk/|royal college of physicians|royal college of physicians
2134|2134|Royal College of Psychiatrists|http://www.rcpsych.ac.uk/|royal college of psychiatrists|royal college of psychiatrists
2135|2135|Royal College of Surgeons of England|http://www.rcseng.ac.uk/|royal college of surgeons of england|royal college of surgeons of england
2136|2136|Royal Conservatoire of Scotland|http://www.rcs.ac.uk/|royal conservatoire of scotland|royal conservatoire of scotland
2137|2137|Royal Meteorological Society|http://www.rmets.org/|royal meteorological society|royal meteorological society
2138|2138|Royal New Zealand College of General Practitioners|http://www.rnzcgp.org.nz/|royal new zealand college of general practitioners|royal new zealand college of general practitioners
2139|2139|Royal Pharmaceutical Society of Great Britain|http://www.rpharms.com/home/home.asp|royal pharmaceutical society of great britain|royal pharmaceutical society of great britain
2140|2140|Royal Society of Canada|http://www.rsc-src.ca/|royal society of canada|royal society of canada
2141|2141|Royal Society of Chemistry|http://www.rsc.org/|royal society of chemistry|royal society of chemistry
2142|2142|Royal Society of Medicine Press|https://www.rsm.ac.uk/about-us/jrsm-and-jrsm-open.aspx|royal society of medicine press|royal society of medicine press
2143|2143|Royal Society of New Zealand|http://www.royalsociety.org.nz/|royal society of new zealand|royal society of new zealand
2144|2144|Royal Society of Victoria|http://www.sciencevictoria.org.au/|royal society of victoria|royal society of victoria
2145|553|Royal Society, The|http://royalsociety.org/|royal society the|royal society the
2146|2146|Royal Statistical Society|http://www.rss.org.uk/|royal statistical society|royal statistical society
2147|2147|Royal Swedish Academy of Sciences, Institut Mittag-Leffler|http://www.mittag-leffler.se/|royal swedish academy of sciences institut mittag leffler|royal swedish academy of sciences institut mittag leffler
2148|2148|Russian Academy of Medical Sciences, V. A. Negovsky Research Institute of General Reanimatology|http://www.niiorramn.ru/en/|russian academy of medical sciences v a negovsky research institute of general reanimatology|russian academy of medical sciences v a negovsky research institute of general reanimatology
2149|2149|Russian Academy of Sciences, Institute for Slavic Studies|http://www.inslav.ru/|russian academy of sciences institute for slavic studies|russian academy of sciences institute for slavic studies
2150|2150|Russian Academy of Sciences, Siberian Branch, Siberian Institute of Plant Physiology and Biochemistry|http://www.sifibr.irk.ru/|russian academy of sciences siberian branch siberian institute of plant physiology and biochemistry|russian academy of sciences siberian branch siberian institute of plant physiology and biochemistry
2151|2151|Russian Journal of Agricultural and Socio-Economic Sciences|http://www.rjoas.com/|russian journal of agricultural and socio economic sciences|russian journal of agricultural and socio economic sciences
2152|2152|Russian New University|http://www.rosnou.ru/|russian new university|russian new university
2153|2153|Russian Psychological Society|http://www.psyrus.ru/|russian psychological society|russian psychological society
2154|2154|Russian Union of Paediatricians|http://www.spr-journal.ru/ojs/index.php/|russian union of paediatricians|russian union of paediatricians
2155|227|SAGE Publications (Green)|http://www.uk.sagepub.com/home.nav|sage publications green|sage publications green
2156|2156|SAGE-Hindawi Access to Research|http://www.sage-hindawi.com/|sage hindawi access to research|sage hindawi access to research
2157|2157|SAI Organization|http://www.thesai.org/|sai organization|sai organization
2158|2158|Sällskapet för 1700-talsstudier|http://www.1700-tal.se/index.html|s llskapet f r 1700 talsstudier|s llskapet f r 1700 talsstudier
2159|2159|Sapient Press|http://www.sapientpress.com/|sapient press|sapient press
2160|2160|Saraseeruha Publications|http://jprhc.in/index.php/ajprhc/about/contact|saraseeruha publications|saraseeruha publications
2161|2161|Saratovskii Gosudarstvennyi Meditsinskii Universitet|http://www.sgmu.ru/|saratovskii gosudarstvennyi meditsinskii universitet|saratovskii gosudarstvennyi meditsinskii universitet
2162|2162|SBBq|http://www.sbbq.org.br/|sbbq|sbbq
2163|2163|Schattauer|http://www.schattauer.de/|schattauer|schattauer
2164|2164|Schloss Dagstuhl - Leibniz-Zentrum für Informatik|http://www.dagstuhl.de/|schloss dagstuhl leibniz zentrum f r informatik|schloss dagstuhl leibniz zentrum f r informatik
2165|2165|Schlütersche Verlagsgesellschaft|http://www.vetline.de/|schl tersche verlagsgesellschaft|schl tersche verlagsgesellschaft
2166|2166|Scholedge R&D Center|http://www.scholedge.org/|scholedge r d center|scholedge r d center
2167|2167|Schweizerische Asiengesellschaft|http://www.sagw.ch/asiengesellschaft.html|schweizerische asiengesellschaft|schweizerische asiengesellschaft
2168|2168|Schweizerische Chemische Gesellschaft|http://www.swiss-chem-soc.ch/|schweizerische chemische gesellschaft|schweizerische chemische gesellschaft
2169|2169|Schweizerische Gesellschaft für Volkswirtschaft und Statistik|http://www.sjes.ch/|schweizerische gesellschaft f r volkswirtschaft und statistik|schweizerische gesellschaft f r volkswirtschaft und statistik
2170|2170|Sciedu Press|http://sciedu.ca/web/|sciedu press|sciedu press
2171|2171|Science and Education Centre of North America|http://www.todayscience.org/|science and education centre of north america|science and education centre of north america
2172|2172|Science and Education Publishing|http://www.sciepub.com/portal/Home|science and education publishing|science and education publishing
2173|2173|Science and Knowledge House|http://www.skhouse.co.uk/|science and knowledge house|science and knowledge house
2174|2174|Science and Technology Section|http://www.ala.org/acrl/aboutacrl/directoryofleadership/sections/sts/acr-stsec|science and technology section|science and technology section
2175|2175|Science Museum Group|http://www.sciencemuseum.org.uk/about_us/smg.aspx|science museum group|science museum group
2176|2176|Science Publications|http://www.thescipub.com/|science publications|science publications
2177|2177|Science Publishing Corporation|http://www.sciencepubco.com/|science publishing corporation|science publishing corporation
2178|2178|Science-line Publishers|http://www.science-line.com/index/|science line publishers|science line publishers
2179|2179|SCIENCEDOMAIN International|http://www.sciencedomain.org/|sciencedomain international|sciencedomain international
2180|2180|ScienceOpen|https://www.scienceopen.com/|scienceopen|scienceopen
2181|2181|Scienpress|http://www.scienpress.com/|scienpress|scienpress
2182|2182|Scientific Academia of Social Sciences|http://scientificacademia.com/|scientific academia of social sciences|scientific academia of social sciences
2183|2183|Scientific Digest|http://scientificdigest.org/|scientific digest|scientific digest
2184|2184|Scientific Journals|http://www.scientific-journals.co.uk/|scientific journals|scientific journals
2185|2185|Scientific Journals International|http://www.scientificjournals.org/|scientific journals international|scientific journals international
2186|2186|Scientific Planet Society|http://www.sciencebeingjournal.com/|scientific planet society|scientific planet society
2187|2187|Scientific Research Publishing|http://www.scirp.org/|scientific research publishing|scientific research publishing
2188|2188|Scientific World|http://www.tswj.com/|scientific world|scientific world
2189|2189|ScientificWebJournals|http://www.scientificwebjournals.com/|scientificwebjournals|scientificwebjournals
2190|2190|SciTechnol|http://scitechnol.com/|scitechnol|scitechnol
2191|2191|Scorpion Files|http://www.ntnu.no/ub/scorpion-files/|scorpion files|scorpion files
2192|2192|Scottish Evangelical Theology Society|http://www.s-e-t-s.org.uk/|scottish evangelical theology society|scottish evangelical theology society
2193|2193|Scuola Internazionale Superiore di Studi Avanzati|http://www.sissa.it/main/|scuola internazionale superiore di studi avanzati|scuola internazionale superiore di studi avanzati
2194|2194|SE Dnipropetrovsk Medical Academy of Health Ministry of Ukraine|http://www.dsma.dp.ua/|se dnipropetrovsk medical academy of health ministry of ukraine|se dnipropetrovsk medical academy of health ministry of ukraine
2195|2195|Sebelas Maret University, Faculty of Agriculture|http://jurnal.fp.uns.ac.id/|sebelas maret university faculty of agriculture|sebelas maret university faculty of agriculture
2196|2196|SEEd Medical Publishers|http://www.edizioniseed.it/|seed medical publishers|seed medical publishers
2197|2197|Seismo Verlag|http://www.seismoverlag.ch/|seismo verlag|seismo verlag
2198|2198|Seismological Society of America|http://www.seismosoc.org/|seismological society of america|seismological society of america
2199|2199|Sejong University, Sejong Institution, Center for International Economics|http://www.sejong.ac.kr/|sejong university sejong institution center for international economics|sejong university sejong institution center for international economics
2200|2200|Selper|http://www.environtechnol.co.uk/|selper|selper
2201|2201|Selskab for Nordisk Filologi|http://www.selskabfornordiskfilologi.dk/|selskab for nordisk filologi|selskab for nordisk filologi
2202|2202|Selskabet for Oslo Byes Vel|http://www.oslobyesvel.no/|selskabet for oslo byes vel|selskabet for oslo byes vel
2203|2203|Selskabet for Skole- og Uddannelseshistorie|http://www.uddannelseshistorie.dk/|selskabet for skole og uddannelseshistorie|selskabet for skole og uddannelseshistorie
2204|2204|Septentrio Academic Publishing|http://septentrio.uit.no/index.php|septentrio academic publishing|septentrio academic publishing
2205|2205|Sepuluh Nopember Institute of Technology, Department of Environmental Engineering|http://www.trisanita.org/|sepuluh nopember institute of technology department of environmental engineering|sepuluh nopember institute of technology department of environmental engineering
2206|2206|Serbian Chemical Society|http://www.shd.org.rs/HtDocs/SHD/SHD-index.htm|serbian chemical society|serbian chemical society
2207|2207|Serious Games Society|http://www.seriousgamessociety.org/index.php?journal=IJSG|serious games society|serious games society
2208|2208|SETScholars|http://www.setscholars.org/|setscholars|setscholars
2209|2209|SF-TH|http://www.depauw.edu/sfs/|sf th|sf th
2210|2210|Shanti Braj Educational and Welfare Society|http://biologicalengineering.in/|shanti braj educational and welfare society|shanti braj educational and welfare society
2211|2211|Shared Science Publishers|http://www.shared-science.org/|shared science publishers|shared science publishers
2212|2212|Shefa Neuroscience Research Center|http://www.shefayekhatam.ir/page.php?slc_lang=en&sid=1&slct_pg_id=29|shefa neuroscience research center|shefa neuroscience research center
2213|2213|Sheffield Academic Press|http://www.continuumjournals.com/homemain.asp|sheffield academic press|sheffield academic press
2214|2214|Shiraz University|http://www.shirazu.ac.ir/|shiraz university|shiraz university
2215|2215|SimSoc Consortium|http://jasss.soc.surrey.ac.uk/admin/consortium.html|simsoc consortium|simsoc consortium
2216|2216|Sistema Universitario Ana G. Mendez. Universidad Metropolitana, Escuela de Educación|http://www.suagm.edu/umet/oa_pe_educacion.asp|sistema universitario ana g mendez universidad metropolitana escuela de educaci n|sistema universitario ana g mendez universidad metropolitana escuela de educaci n
2217|2217|Skepsis|http://skepsis.no/|skepsis|skepsis
2218|2218|Skopein|http://www.skopein.org/|skopein|skopein
2219|2219|Slack|http://www.slackinc.com/|slack|slack
2220|2220|Slavica Publishers|http://www.slavica.com/|slavica publishers|slavica publishers
2221|2221|Slovak University of Agriculture in Nitra, Faculty of Agrobiology and Food Resources|http://www.fapz.uniag.sk/|slovak university of agriculture in nitra faculty of agrobiology and food resources|slovak university of agriculture in nitra faculty of agrobiology and food resources
2222|2222|Slovak University of Agriculture in Nitra, Faculty of Biotechnology and Food Sciences|http://www.fbp.uniag.sk/en/|slovak university of agriculture in nitra faculty of biotechnology and food sciences|slovak university of agriculture in nitra faculty of biotechnology and food sciences
2223|2223|Slovensko zdravniko drutvo|http://www.szd.si/|slovensko zdravni ko dru tvo|slovensko zdravni ko dru tvo
2224|2224|Smart Science and Technology|http://www.smartscitech.com/index.php/index/index|smart science and technology|smart science and technology
2225|2225|Smile Nation - Lets Smile Together|http://www.ijss-sn.com/|smile nation lets smile together|smile nation lets smile together
2226|2226|SMT NHL Municipal Medical College|http://www.nhlmmc.edu.in/|smt nhl municipal medical college|smt nhl municipal medical college
2227|2227|Social and Business Development Center|http://www.sbdcenter.com/|social and business development center|social and business development center
2228|2228|Social Sciences Directory|http://www.socialsciencesdirectory.com/index.php/|social sciences directory|social sciences directory
2229|2229|Sociedad Cubana de Física|http://www.fisica.uh.cu/scf/index.php/|sociedad cubana de f sica|sociedad cubana de f sica
2230|2230|Sociedad Cubana de Neurología y Neurocirugía|http://www.sld.cu/sitios/neurocuba/|sociedad cubana de neurolog a y neurocirug a|sociedad cubana de neurolog a y neurocirug a
2231|2231|Sociedad Española de Pedagogía|http://www.sepedagogia.es/|sociedad espa ola de pedagog a|sociedad espa ola de pedagog a
2232|2232|Sociedad Mexicana de Criminología capítulo Nuevo León|http://www.somecrimnl.es.tl/|sociedad mexicana de criminolog a cap tulo nuevo le n|sociedad mexicana de criminolog a cap tulo nuevo le n
2233|2233|Sociedad Otorrinolaringológica de Castilla y León, Cantabria y La Rioja|http://www.revistaorl.com/|sociedad otorrinolaringol gica de castilla y le n cantabria y la rioja|sociedad otorrinolaringol gica de castilla y le n cantabria y la rioja
2234|2234|Sociedade Brasileira de Medicina de Família e Comunidade|http://www.sbmfc.org.br/|sociedade brasileira de medicina de fam lia e comunidade|sociedade brasileira de medicina de fam lia e comunidade
2235|2235|Sociedade de Ciências Agrárias de Portugal|http://www.scap.pt/|sociedade de ci ncias agr rias de portugal|sociedade de ci ncias agr rias de portugal
