id|authority_id|name|url|machine_name|sort_name
526|10|Oxford University Press (OUP)|http://www.oxfordjournals.org/|oxford university press oup|oxford university press oup
527|10|Oxford University Press (OUP)|http://www.oxfordjournals.org/|oxford university press oup|oxford university press oup
528|10|Oxford University Press (OUP)|http://www.oxfordjournals.org/|oxford university press oup|oxford university press oup
529|10|Oxford University Press (OUP) (Green)|http://www.oxfordjournals.org/|oxford university press oup green|oxford university press oup green
530|10|Oxford University Press (OUP)|http://www.oxfordjournals.org/|oxford university press oup|oxford university press oup
531|10|Oxford University Press (OUP)|http://www.oxfordjournals.org/|oxford university press oup|oxford university press oup
532|10|Oxford University Press (OUP)|http://www.oxfordjournals.org/|oxford university press oup|oxford university press oup
533|10|Oxford University Press (OUP)|http://www.oxfordjournals.org/|oxford university press oup|oxford university press oup
534|1875|National Inquiry Services Centre (NISC)|http://www.nisc.co.za/|national inquiry services centre nisc|national inquiry services centre nisc
535|537|Manchester University Press (White)|http://www.manchesteruniversitypress.co.uk/|manchester university press white|manchester university press white
536|536|Manchester University Press (Green)|http://www.manchesteruniversitypress.co.uk/|manchester university press green|manchester university press green
537|537|Manchester University Press|http://www.manchesteruniversitypress.co.uk/|manchester university press white|manchester university press white
538|538|Wildlife Society|http://www.wildlife.org/|wildlife society|wildlife society
539|539|Portland Press (Blue)|http://www.portlandpress.com/|portland press blue|portland press blue
540|210|Wiley (Yellow)|http://eu.wiley.com/WileyCDA/|wiley yellow|wiley yellow
541|210|Wiley|http://eu.wiley.com/WileyCDA/|wiley|wiley
542|210|Wiley|http://eu.wiley.com/WileyCDA/|wiley|wiley
543|210|Wiley|http://eu.wiley.com/WileyCDA/|wiley|wiley
544|210|Wiley|http://eu.wiley.com/WileyCDA/|wiley|wiley
545|210|Wiley|http://eu.wiley.com/WileyCDA/|wiley|wiley
546|210|Wiley|http://eu.wiley.com/WileyCDA/|wiley|wiley
547|210|Wiley (White)|http://onlinelibrary.wiley.com/journal/10.1111/%28ISSN%291742-4658|wiley white|wiley white
548|210|Wiley (Green)|http://eu.wiley.com/WileyCDA/|wiley green|wiley green
549|210|Wiley|http://eu.wiley.com/WileyCDA/Brand/id-35.html|wiley|wiley
550|210|Wiley|http://eu.wiley.com/WileyCDA/|wiley|wiley
551|210|Wiley|http://eu.wiley.com/WileyCDA/|wiley|wiley
552|552|Paternoster Periodicals|http://www.paternosterperiodicals.co.uk/|paternoster periodicals yellow|paternoster periodicals yellow
553|553|Royal Society, The|https://royalsociety.org/journals/|royal society the|royal society the
554|227|SAGE Publications (Yellow)|http://www.uk.sagepub.com/home.nav|sage publications yellow|sage publications yellow
555|227|SAGE Publications (UK and US)|http://sgo.sagepub.com/|sage publications uk and us|sage publications uk and us
556|227|SAGE Publications (UK and US)|http://www.uk.sagepub.com/home.nav|sage publications uk and us|sage publications uk and us
557|227|SAGE Publications (UK and US)|http://www.uk.sagepub.com/home.nav|sage publications uk and us|sage publications uk and us
558|558|American Association of Physicists in Medicine|http://www.aapm.org/main.asp|american association of physicists in medicine green|american association of physicists in medicine green
559|559|British Institute of Radiology (Green)|http://www.birpublications.org/toc/bjrcr/current|british institute of radiology green|british institute of radiology green
560|2467|Universidad Nacional de Colombia (Green)|http://revistas.unal.edu.co/index.php/index/index|universidad nacional de colombia green|universidad nacional de colombia green
561|1406|German Medical Science|http://www.egms.de/|german medical science|german medical science
562|562|Future Science (Green)|http://www.future-science.com/loi/fso|future science green|future science green
563|563|Microbiology Society|http://www.sgm.ac.uk/|microbiology society|microbiology society
564|563|Microbiology Society (Green)|http://www.sgm.ac.uk/|microbiology society green|microbiology society green
565|563|Microbiology Society|http://www.sgm.ac.uk/|microbiology society|microbiology society
566|566|New Prairie Press|http://newprairiepress.org/journals/|new prairie press|new prairie press
567|566|New Prairie Press|http://newprairiepress.org/journals/|new prairie press|new prairie press
568|566|New Prairie Press|http://newprairiepress.org/journals/|new prairie press|new prairie press
569|566|New Prairie Press|http://newprairiepress.org/journals/|new prairie press|new prairie press
570|566|New Prairie Press|http://newprairiepress.org/journals/|new prairie press|new prairie press
571|571|University of Southern California, Annenberg School for Communication & Journalism|http://annenberg.usc.edu/Research/Publications%20and%20Journals.aspx|university of southern california annenberg school for communication journalism|university of southern california annenberg school for communication journalism
572|11|Springer Verlag (Germany)|http://www.springerlink.com/?MUD=MP|springer verlag germany|springer verlag germany
573|573|Taylor & Francis|http://www.tandf.co.uk/journals/default.asp|taylor francis|taylor francis
574|573|Taylor & Francis|http://www.tandf.co.uk/journals/default.asp|taylor francis|taylor francis
575|573|Taylor & Francis|http://www.tandf.co.uk/journals/default.asp|taylor francis|taylor francis
576|1117|Cognizant Communication Corporation|http://www.cognizantcommunication.com/|cognizant communication corporation|cognizant communication corporation
577|1441|Hemeroteca Científica Catalana|http://revistes.iec.cat/index.php/CHR/|hemeroteca cient fica catalana|hemeroteca cient fica catalana
578|1441|Hemeroteca Científica Catalana|http://revistes.iec.cat/index.php/IM/|hemeroteca cient fica catalana|hemeroteca cient fica catalana
579|1441|Hemeroteca Científica Catalana (Green)|http://revistes.iec.cat/index.php/index/index|hemeroteca cient fica catalana green|hemeroteca cient fica catalana green
580|1431|Harvard University, Harvard Law School (White)|http://hlrecord.org/|harvard university harvard law school white|harvard university harvard law school white
581|581|University of Chicago Press|http://www.press.uchicago.edu/|university of chicago press|university of chicago press
582|581|University of Chicago Press (Yellow)|http://www.press.uchicago.edu/|university of chicago press yellow|university of chicago press yellow
583|210|Wiley-VCH Verlag|http://www.wiley-vch.de/publish/en/|wiley vch verlag|wiley vch verlag
584|735|American Institute of Physics (AIP)|http://www.aip.org/|american institute of physics aip|american institute of physics aip
585|150|American Mathematical Society (Yellow)|http://www.ams.org/journals/|american mathematical society yellow|american mathematical society yellow
586|1531|Institute of Mathematical Statistics (IMS)|http://imstat.org/en/index.html|institute of mathematical statistics ims|institute of mathematical statistics ims
587|587|American Medical Association|http://jama.jamanetwork.com/journal.aspx|american medical association|american medical association
588|589|Universidade de Brasília (Blue)|http://seer.bce.unb.br/|universidade de bras lia blue|universidade de bras lia blue
589|589|Universidade de Brasília|http://seer.bce.unb.br/|universidade de bras lia|universidade de bras lia
590|589|Universidade de Brasília|http://seer.bce.unb.br/|universidade de bras lia|universidade de bras lia
591|591|NRC Research Press (Canadian Science Publishing)|http://www.nrcresearchpress.com/|nrc research press canadian science publishing|nrc research press canadian science publishing
592|592|Ecological Society of America|http://www.esa.org/|ecological society of america|ecological society of america
593|2445|Universidad de Murcia|http://revistas.um.es/|universidad de murcia|universidad de murcia
594|3249|Johns Hopkins University Press|http://www.press.jhu.edu/journals/american_journal_of_mathematics/|johns hopkins university press|johns hopkins university press
595|3249|Johns Hopkins University Press|http://www.press.jhu.edu/journals/bulletin_of_the_history_of_medicine/|johns hopkins university press|johns hopkins university press
596|3249|Johns Hopkins University Press (Blue)|http://www.press.jhu.edu/journals/|johns hopkins university press blue|johns hopkins university press blue
597|597|University of Pittsburgh, University Library System|http://library.pitt.edu/oscp_journals|university of pittsburgh university library system|university of pittsburgh university library system
598|597|University of Pittsburgh, University Library System|http://library.pitt.edu/oscp_journals|university of pittsburgh university library system|university of pittsburgh university library system
599|599|Armand Colin|http://www.armand-colin.com/|armand colin|armand colin
600|599|Armand Colin|http://www.armand-colin.com/|armand colin|armand colin
601|599|Armand Colin|http://www.armand-colin.com/|armand colin|armand colin
602|2204|Septentrio Academic Publishing|http://septentrio.uit.no/index.php|septentrio academic publishing|septentrio academic publishing
603|2204|Septentrio Academic Publishing|http://septentrio.uit.no/helseforsk/index|septentrio academic publishing|septentrio academic publishing
604|604|Aalborg Universitetsforlag|http://journals.aau.dk/index.php/|aalborg universitetsforlag|aalborg universitetsforlag
605|605|Aarhus Universitet, Institut For Kultur og Samfund, Afdeling for Religionsvidenskab|http://cas.au.dk/|aarhus universitet institut for kultur og samfund afdeling for religionsvidenskab|aarhus universitet institut for kultur og samfund afdeling for religionsvidenskab
606|606|Aarhus Universitet, Institut for Uddannelse of Pædagogik|http://edu.au.dk/|aarhus universitet institut for uddannelse of p dagogik|aarhus universitet institut for uddannelse of p dagogik
607|607|ABC Journals|http://www.abcjournals.net/|abc journals|abc journals
608|608|Academia das Ciências de Lisboa|http://www.acad-ciencias.pt/|academia das ci ncias de lisboa|academia das ci ncias de lisboa
609|609|Academia de Stiinte a Moldovei, Institutul de Chimie|http://chem.asm.md/|academia de stiinte a moldovei institutul de chimie|academia de stiinte a moldovei institutul de chimie
610|610|Academia Sinica, Institute of Statistical Science|http://www3.stat.sinica.edu.tw/|academia sinica institute of statistical science|academia sinica institute of statistical science
611|611|Academic and Business Research Institute|http://www.aabri.com/|academic and business research institute|academic and business research institute
612|612|Academic Association of Pharmacuetical Sciences from Antofagasta|http://jppres.com/jppres/about/|academic association of pharmacuetical sciences from antofagasta|academic association of pharmacuetical sciences from antofagasta
613|613|Academic Conferences and Publishing International|http://www.academic-conferences.org/|academic conferences and publishing international|academic conferences and publishing international
614|614|Academic Journals|http://www.academicjournals.org/|academic journals|academic journals
615|615|Academic Journals, New York|http://academicjournalsinc.com/|academic journals new york|academic journals new york
616|616|Academic Publishing House Researcher|http://www.aphr.ru/|academic publishing house researcher|academic publishing house researcher
617|617|Academic Research Group|http://acadresearch.in/|academic research group|academic research group
618|618|Academic Research Publishing Group|http://arpgweb.com/index.php/|academic research publishing group|academic research publishing group
619|619|Academicus|http://www.academicus.edu.al/|academicus|academicus
620|620|Academy for Environment and Life Sciences|http://aelsindia.com/index.htm|academy for environment and life sciences|academy for environment and life sciences
621|621|Academy of Business and Retail Management|http://www.abrmr.com/|academy of business and retail management|academy of business and retail management
622|622|Academy of Management|http://www.aomonline.org/|academy of management|academy of management
623|623|Academy of Science of South Africa|http://www.assaf.co.za/|academy of science of south africa|academy of science of south africa
624|624|Academy of Sciences of Higher Education of Ukraine, Section of Power Industry and Resources Conservation|http://eee.khpi.edu.ua/|academy of sciences of higher education of ukraine section of power industry and resources conservation|academy of sciences of higher education of ukraine section of power industry and resources conservation
625|625|Accademia Peloritana dei Pericolanti|http://ww2.unime.it/accademiapeloritana/|accademia peloritana dei pericolanti|accademia peloritana dei pericolanti
626|626|Accademia University Press|http://www.aaccademia.it/|accademia university press|accademia university press
627|627|ACCENTS|http://theaccents.org/|accents|accents
628|628|ACE Publications|http://ijartet.com/|ace publications|ace publications
629|629|Acoustical Society of America|http://acousticalsociety.org/|acoustical society of america|acoustical society of america
630|389|ACRL Publications|http://www.ala.org/acrl/publications|acrl publications|acrl publications
631|631|Acta Advances in Agricultural Sciences|http://www.aaasjournal.com/|acta advances in agricultural sciences|acta advances in agricultural sciences
632|632|Acta Clinica Belgica|http://www.actaclinicabelgica.be/|acta clinica belgica|acta clinica belgica
633|633|Acta Didactica Norge|http://adno.no/index.php/adno|acta didactica norge|acta didactica norge
634|634|ACTA Press|http://www.actapress.com/|acta press|acta press
635|635|Actuarial Profession, The|http://www.actuaries.org.uk/|actuarial profession the|actuarial profession the
636|636|Actuarial Society of South Africa|http://www.actuarialsociety.org.za/|actuarial society of south africa|actuarial society of south africa
637|637|Addleton Academic Publishers|http://addletonacademicpublishers.com/|addleton academic publishers|addleton academic publishers
638|638|Adenine Press|http://www.adeninepress.com/|adenine press|adenine press
639|639|Adis|http://www.springerlink.com/?MUD=MP|adis|adis
640|640|Advanced Research Publications|http://adrpublications.com/index.html|advanced research publications|advanced research publications
641|641|Advanstar Communications|http://www.advanstar.com/|advanstar communications|advanstar communications
642|642|Aedificatio Publishers|http://www.aedificat.de/|aedificatio publishers|aedificatio publishers
643|643|Aerospace Medical Association|http://www.asma.org/|aerospace medical association|aerospace medical association
644|644|African Criminology and Justice Association|http://www.umes.edu/ajcjs/default.aspx?id=148|african criminology and justice association|african criminology and justice association
645|645|African Minds|http://www.africanminds.co.za/|african minds|african minds
646|646|African Network of Scientific and Technological Institutions|http://www.ansti.org/|african network of scientific and technological institutions|african network of scientific and technological institutions
647|647|Aggteleki Nemzeti Park Igazgatósága|http://anp.nemzetipark.gov.hu/index.php?pg=menu_410|aggteleki nemzeti park igazgat s ga|aggteleki nemzeti park igazgat s ga
648|648|Agrárgazdasági Kutató Intézet|https://www.aki.gov.hu/|agr rgazdas gi kutat int zet|agr rgazdas gi kutat int zet
649|649|Agricultural History Society|http://www.aghistorysociety.org/|agricultural history society|agricultural history society
650|650|Agricultural Institute of Canada|http://www.aic.ca/|agricultural institute of canada|agricultural institute of canada
651|651|AgroParisTech, ENGREF|http://documents.irevues.inist.fr/handle/2042/4752|agroparistech engref|agroparistech engref
652|652|AK Peters|http://www.akpeters.com/|ak peters|ak peters
653|653|Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie|http://www.csci.agh.edu.pl/|akademia g rniczo hutnicza im stanis awa staszica w krakowie|akademia g rniczo hutnicza im stanis awa staszica w krakowie
654|654|Akadémiai Kiadó|http://www.akademiai.com/home/main.mpx|akad miai kiad|akad miai kiad
655|655|Akademie věd České republiky, Knihovna|http://www.knav.cz/|akademie v d esk republiky knihovna|akademie v d esk republiky knihovna
656|327|Akademie v&#283;d &#268;eské republiky, Matematický ústav|http://math.cas.cz/|akademie v 283 d 268 esk republiky matematick stav|akademie v 283 d 268 esk republiky matematick stav
657|657|Akademie věd České republiky, Národohospodářský ústav|http://www.cerge-ei.cz/|akademie v d esk republiky n rodohospod sk stav|akademie v d esk republiky n rodohospod sk stav
658|658|Akademie Verlag|http://www.degruyter.com/page/557|akademie verlag|akademie verlag
659|333|Akademika Forlag|http://fagbokforlaget.no/|akademika forlag|akademika forlag
660|660|Akdeniz Üniversitesi, Turizm Fakültesi|http://turizm.akdeniz.edu.tr/tr|akdeniz niversitesi turizm fak ltesi|akdeniz niversitesi turizm fak ltesi
661|661|AkiNik Publications|http://www.akinik.com/|akinik publications|akinik publications
662|662|AKROASIS|http://www.akroasis.org/|akroasis|akroasis
663|663|Al-Qadisisiayh University, College of Engineering|http://qu.edu.iq/|al qadisisiayh university college of engineering|al qadisisiayh university college of engineering
664|664|Ala|http://www.ala-schweiz.ch/|ala|ala
665|665|Alberta Law Review Society|http://www.albertalawreview.com/|alberta law review society|alberta law review society
666|666|Alcohol Research Documentation|http://www.jsad.com/|alcohol research documentation|alcohol research documentation
667|667|Aletheia - Associação Científica e Cultural|http://www.rpf.pt/|aletheia associa o cient fica e cultural|aletheia associa o cient fica e cultural
668|668|Alexander Graham Bell Association for the Deaf and Hard of Hearing|http://www.agbell.org/|alexander graham bell association for the deaf and hard of hearing|alexander graham bell association for the deaf and hard of hearing
669|669|Alexandrine Press|http://www.alexandrinepress.co.uk/|alexandrine press|alexandrine press
670|670|Alliance for Children and Families|http://alliance1.org/|alliance for children and families|alliance for children and families
671|671|Alliance of Digital Humanities Organizations|http://adho.org/|alliance of digital humanities organizations|alliance of digital humanities organizations
672|381|Alma Mater Studiorum - Università di Bologna (Green)|http://www.unibo.it/it|alma mater studiorum universit di bologna green|alma mater studiorum universit di bologna green
673|398|AlphaMed Press|http://www.alphamedpress.org/|alphamed press|alphamed press
674|674|ALTEX Edition|http://www.altex.ch/About-ALTEX/ALTEX-Edition.43.html|altex edition|altex edition
675|675|Alue- ja ympäristötutkimuksen seura|http://www.ays.fi/|alue ja ymp rist tutkimuksen seura|alue ja ymp rist tutkimuksen seura
676|676|American Academy of Audiology|http://www.audiology.org/Pages/default.aspx|american academy of audiology|american academy of audiology
677|677|American Academy of Business|http://www.jaabc.com/|american academy of business|american academy of business
678|678|American Academy of Family Physicians|http://www.aafp.org/online/en/home.html|american academy of family physicians|american academy of family physicians
679|679|American Academy of Implant Dentistry|http://www.aaid-implant.org/|american academy of implant dentistry|american academy of implant dentistry
680|680|American Academy of Neurology|http://www.aan.com/|american academy of neurology|american academy of neurology
681|681|American Academy of Pediatric Dentistry|http://www.aapd.org/|american academy of pediatric dentistry|american academy of pediatric dentistry
682|682|American Academy of Pediatrics|http://www.aap.org/|american academy of pediatrics|american academy of pediatrics
683|683|American Academy of Sleep Medicine|http://www.aasmnet.org/|american academy of sleep medicine|american academy of sleep medicine
684|684|American Accounting Association|http://aaahq.org/|american accounting association|american accounting association
685|685|American Alliance for Health, Physical Education, Recreation and Dance|http://www.aahperd.org/|american alliance for health physical education recreation and dance|american alliance for health physical education recreation and dance
686|686|American Anthropological Association|http://www.aaanet.org/|american anthropological association|american anthropological association
687|687|American Anthropological Association, Society for Cultural Anthropology|http://www.culanth.org/pages/about-the-society|american anthropological association society for cultural anthropology|american anthropological association society for cultural anthropology
688|688|American Antiquarian Society|http://www.americanantiquarian.org/|american antiquarian society|american antiquarian society
689|689|American Arachnological Society|http://www.americanarachnology.org/|american arachnological society|american arachnological society
690|690|American Association for Cancer Research|http://www.aacr.org/|american association for cancer research|american association for cancer research
691|691|American Association for Clinical Chemistry|http://www.aacc.org/|american association for clinical chemistry|american association for clinical chemistry
692|692|American Association for the Advancement of Science|http://www.aaas.org/|american association for the advancement of science|american association for the advancement of science
693|693|American Association of Australian Literary Studies|http://www.australianliterature.org/|american association of australian literary studies|american association of australian literary studies
694|694|American Association of Cereal Chemists|http://www.aaccnet.org/|american association of cereal chemists|american association of cereal chemists
695|695|American Association of Critical Care Nurses|http://www.aacn.org/|american association of critical care nurses|american association of critical care nurses
696|696|American Association of Immunologists|http://www.aai.org/|american association of immunologists|american association of immunologists
697|697|American Association of Neurological Surgeons|http://www.aans.org/|american association of neurological surgeons|american association of neurological surgeons
698|698|American Association of Petroleum Geologists|http://www.aapg.org/|american association of petroleum geologists|american association of petroleum geologists
699|699|American Association of Pharmaceutical Scientists|http://www.aapsj.org/|american association of pharmaceutical scientists|american association of pharmaceutical scientists
700|558|American Association of Physicists in Medicine (White)|http://www.aapm.org/main.asp|american association of physicists in medicine white|american association of physicists in medicine white
701|701|American Association of Physics Teachers|http://www.aapt.org/|american association of physics teachers|american association of physics teachers
702|702|American Association of Teachers of Slavic and East European Languages|http://www.aatseel.org/|american association of teachers of slavic and east european languages|american association of teachers of slavic and east european languages
703|703|American Association of Veterinary Laboratory Diagnosticians|http://www.aavld.org/|american association of veterinary laboratory diagnosticians|american association of veterinary laboratory diagnosticians
704|704|American Association of Zoo Veterinarians|http://www.aazv.org/|american association of zoo veterinarians|american association of zoo veterinarians
705|705|American Association on Intellectual and Developmental Disabilities|http://aaidd.org/|american association on intellectual and developmental disabilities|american association on intellectual and developmental disabilities
706|706|American Astronautical Society|http://astronautical.org/|american astronautical society|american astronautical society
707|707|American Astronomical Society|http://aas.org/|american astronomical society|american astronomical society
708|708|American Bar Association|http://www.americanbar.org/aba.html|american bar association|american bar association
709|709|American Bryological and Lichenological Society|http://www.abls.org/|american bryological and lichenological society|american bryological and lichenological society
710|710|American Chemical Society|http://pubs.acs.org/|american chemical society|american chemical society
711|711|American Chemical Society, Division of Chemical Education|http://www.divched.org/|american chemical society division of chemical education|american chemical society division of chemical education
712|712|American College of Allergy, Asthma and Immunology|http://www.acaai.org/|american college of allergy asthma and immunology|american college of allergy asthma and immunology
713|713|American College of Chest Physicians|http://www.chestnet.org/|american college of chest physicians|american college of chest physicians
714|714|American College of Physicians|http://www.acponline.org/|american college of physicians|american college of physicians
715|715|American College of Sports Medicine|http://www.acsm.org/|american college of sports medicine|american college of sports medicine
716|716|American College of Veterinary Pathologists|http://www.acvp.org/|american college of veterinary pathologists|american college of veterinary pathologists
717|717|American Concrete Institute|http://www.concrete.org/|american concrete institute|american concrete institute
718|718|American Counseling Association|http://www.counseling.org/|american counseling association|american counseling association
719|719|American Dairy Science Association|http://www.adsa.org/|american dairy science association|american dairy science association
720|720|American Dental Association|http://www.ada.org/|american dental association|american dental association
721|721|American Dental Education Association|http://www.adea.org/Pages/default.aspx|american dental education association|american dental education association
722|722|American Diabetes Association|http://www.diabetes.org/|american diabetes association|american diabetes association
723|723|American Economic Association|http://www.vanderbilt.edu/AEA/|american economic association|american economic association
724|724|American Educational Research Association, SIG-Service-Learning and Experiential Education|http://www.aera.net/SIG041/ServiceLearningandExperientialEducation/tabid/13364/Default.aspx|american educational research association sig service learning and experiential education|american educational research association sig service learning and experiential education
725|725|American Entomological Society|http://darwin.ansp.org/hosted/aes/|american entomological society|american entomological society
726|726|American Fisheries Society|http://www.fisheries.org/|american fisheries society|american fisheries society
727|727|American Folklore Society|http://www.afsnet.org/|american folklore society|american folklore society
728|728|American Foundation for the Blind|http://www.afb.org/|american foundation for the blind|american foundation for the blind
729|729|American Geographical Society|http://www.amergeog.org/|american geographical society|american geographical society
730|730|American Geophysical Union|http://sites.agu.org/|american geophysical union|american geophysical union
731|377|American Heart Association (White)|http://www.heart.org/HEARTORG/|american heart association white|american heart association white
732|732|American Institute of Aeronautics and Astronautics|http://www.aiaa.org/publications/|american institute of aeronautics and astronautics|american institute of aeronautics and astronautics
733|733|American Institute of Biological Sciences|http://www.aibs.org/|american institute of biological sciences|american institute of biological sciences
734|734|American Institute of Mathematical Sciences|http://aimsciences.org/|american institute of mathematical sciences|american institute of mathematical sciences
735|735|American Institute of Physics|http://www.aip.org/|american institute of physics|american institute of physics
736|736|American Journal of Health Promotion|http://www.healthpromotionjournal.com/|american journal of health promotion|american journal of health promotion
737|737|American Library Association|http://www.ala.org/|american library association|american library association
738|738|American Marketing Association|https://www.ama.org/Pages/default.aspx|american marketing association|american marketing association
739|150|American Mathematical Society (Green)|http://www.ams.org/journals/|american mathematical society green|american mathematical society green
740|587|American Medical Association|http://jama.jamanetwork.com/journal.aspx|american medical association|american medical association
741|741|American Meteorological Society|http://www.ametsoc.org/|american meteorological society|american meteorological society
742|742|American Mosquito Control Association|http://www.mosquito.org/|american mosquito control association|american mosquito control association
743|743|American Nuclear Society|http://www.new.ans.org/|american nuclear society|american nuclear society
744|744|American Occupational Therapy Association|http://www.aota.org/|american occupational therapy association|american occupational therapy association
745|745|American Physical Society|http://www.aps.org/|american physical society|american physical society
746|746|American Physical Therapy Association|http://www.apta.org/|american physical therapy association|american physical therapy association
747|747|American Physiological Society|http://www.the-aps.org/|american physiological society|american physiological society
748|748|American Phytopathological Society|http://www.apsnet.org/|american phytopathological society|american phytopathological society
749|749|American Planning Association|http://www.planning.org/|american planning association|american planning association
750|750|American Podiatric Medical Association|http://www.apma.org/|american podiatric medical association|american podiatric medical association
751|751|American Psychiatric Publishing|http://www.appi.org/Pages/default.aspx|american psychiatric publishing|american psychiatric publishing
752|752|American Psychological Association|http://www.apa.org/|american psychological association|american psychological association
753|753|American Public Health Association|http://www.apha.org/|american public health association|american public health association
754|754|American Real Estate Society|http://www.aresnet.org/pages/page_content/Primary_home.aspx|american real estate society|american real estate society
755|755|American Roentgen Ray Society|http://www.arrs.org/|american roentgen ray society|american roentgen ray society
756|756|American School of Classical Studies at Athens|http://www.ascsa.edu.gr/|american school of classical studies at athens|american school of classical studies at athens
757|757|American Schools of Oriental Research|http://www.asor.org/|american schools of oriental research|american schools of oriental research
758|758|American Scientific Publishers|http://www.aspbs.com/|american scientific publishers|american scientific publishers
759|759|American Society for Biochemistry and Molecular Biology|http://www.asbmb.org/|american society for biochemistry and molecular biology|american society for biochemistry and molecular biology
760|760|American Society for Bone and Mineral Research|http://www.asbmr.org/Default.aspx|american society for bone and mineral research|american society for bone and mineral research
761|761|American Society for Cell Biology|http://www.ascb.org/|american society for cell biology|american society for cell biology
762|762|American Society for Clinical Investigation|http://www.the-asci.org/index.shtml|american society for clinical investigation|american society for clinical investigation
763|763|American Society for Clinical Laboratory Science|http://www.ascls.org/|american society for clinical laboratory science|american society for clinical laboratory science
764|764|American Society for Clinical Pharmacology and Therapeutics|http://www.ascpt.org/|american society for clinical pharmacology and therapeutics|american society for clinical pharmacology and therapeutics
765|765|American Society for Engineering Education|http://www.asee.org/|american society for engineering education|american society for engineering education
766|766|American Society for Enology and Viticulture|http://asev.org/|american society for enology and viticulture|american society for enology and viticulture
767|767|American Society for Horticultural Science|http://www.ashs.org/|american society for horticultural science|american society for horticultural science
768|429|American Society for Investigative Pathology|http://www.asip.org/|american society for investigative pathology|american society for investigative pathology
769|346|American Society for Microbiology|http://www.asm.org/|american society for microbiology|american society for microbiology
770|770|American Society for Nutrition|http://www.nutrition.org/|american society for nutrition|american society for nutrition
771|771|American Society for Pharmacology and Experimental Therapeutics|http://www.aspet.org/|american society for pharmacology and experimental therapeutics|american society for pharmacology and experimental therapeutics
772|772|American Society of Agricultural and Biological Engineers|http://www.asabe.org/|american society of agricultural and biological engineers|american society of agricultural and biological engineers
773|773|American Society of Agronomy|https://www.agronomy.org/|american society of agronomy|american society of agronomy
774|774|American Society of Andrology|http://www.andrologysociety.com/|american society of andrology|american society of andrology
775|775|American Society of Animal Science|http://www.asas.org/|american society of animal science|american society of animal science
776|776|American Society of Civil Engineers|http://www.asce.org/|american society of civil engineers|american society of civil engineers
777|777|American Society of Clinical Oncology|http://www.asco.org/|american society of clinical oncology|american society of clinical oncology
778|778|American Society of Comparative Law|http://www.comparativelaw.org/|american society of comparative law|american society of comparative law
779|779|American Society of Health-System Pharmacists|http://www.ashp.org/|american society of health system pharmacists|american society of health system pharmacists
780|780|American Society of Heating, Refrigerating and Air-Conditioning Engineers|http://www.ashrae.org/|american society of heating refrigerating and air conditioning engineers|american society of heating refrigerating and air conditioning engineers
781|781|American Society of Hematology|http://www.hematology.org/|american society of hematology|american society of hematology
782|782|American Society of Ichthyologists and Herpetologists|http://www.asih.org/|american society of ichthyologists and herpetologists|american society of ichthyologists and herpetologists
783|783|American Society of International Law|http://www.asil.org/|american society of international law|american society of international law
784|784|American Society of Mammalogists|http://www.mammalsociety.org/|american society of mammalogists|american society of mammalogists
785|785|American Society of Mechanical Engineers|http://www.asme.org/|american society of mechanical engineers|american society of mechanical engineers
786|786|American Society of Nephrology|http://www.asn-online.org/|american society of nephrology|american society of nephrology
787|787|American Society of Neuroradiology|http://www.asnr.org/|american society of neuroradiology|american society of neuroradiology
788|788|American Society of Papyrologists|http://www.papyrology.org/|american society of papyrologists|american society of papyrologists
789|789|American Society of Parasitologists|http://amsocparasit.org/|american society of parasitologists|american society of parasitologists
790|790|American Society of Plant Biologists|http://www.aspbjournals.org/|american society of plant biologists|american society of plant biologists
791|791|American Society of Tropical Medicine and Hygiene|http://www.astmh.org/|american society of tropical medicine and hygiene|american society of tropical medicine and hygiene
792|792|American Society on Aging|http://www.asaging.org/|american society on aging|american society on aging
793|793|American Sociological Association|http://www.asanet.org/|american sociological association|american sociological association
794|794|American Speech-Language-Hearing Association|http://www.asha.org/default.htm|american speech language hearing association|american speech language hearing association
795|795|American Statistical Association|http://www.amstat.org/|american statistical association|american statistical association
796|796|American Thoracic Society|http://www.thoracic.org/|american thoracic society|american thoracic society
797|797|American Vacuum Society|http://www.avs.org/|american vacuum society|american vacuum society
798|798|American Veterinary Medical Association|http://www.avma.org/|american veterinary medical association|american veterinary medical association
799|799|Ames Foundation at the Harvard Law School, The|http://www.romanlegaltradition.org/|ames foundation at the harvard law school the|ames foundation at the harvard law school the
800|800|Ammons Scientific|http://www.amsci.com/|ammons scientific|ammons scientific
801|801|Amsterdam University Press|http://www.aup.nl/|amsterdam university press|amsterdam university press
802|802|Anadolu University|http://www.anadolu.edu.tr/|anadolu university|anadolu university
803|803|Anagnorisis|http://www.anagnorisis.es/|anagnorisis|anagnorisis
804|804|Anaphora Literary Press|http://anaphoraliterary.com/|anaphora literary press|anaphora literary press
805|805|AngloHigher|http://www.anglohigher.com/|anglohigher|anglohigher
806|806|Anil Aggrawal's Internet Journal of Forensic Medicine and Toxicology|http://anilaggrawal.com/ij/indexpapers.html|anil aggrawal s internet journal of forensic medicine and toxicology|anil aggrawal s internet journal of forensic medicine and toxicology
807|807|Anistoriton|http://www.anistor.gr/index.html|anistoriton|anistoriton
